,종목코드,현재가,종목명,배당률,영업이익,부채비율,ROA,per,psr,pcr,pbr,perRanK,psrRanK,pcrRanK,pbrRanK,totalRank
30,A017890,8290,한국알콜,0.6000000238418579,72040400000.0,28.0,10.479999542236328,9.447818883848507,0.6723438767234388,4.400212314225053,0.5708187013702403,27,38,41,28,134
31,A014440,3390,영보화학,2.940000057220459,20474400000.0,22.690000534057617,4.070000171661377,12.583518930957684,0.4854646999856795,4.069627851140456,0.46784432790505104,57,27,34,17,135
32,A007540,43850,샘표,0.44999998807907104,57744800000.0,37.709999084472656,8.819999694824219,8.298488418004737,0.4544842096535141,4.701908642504825,0.7989723593826868,22,25,45,43,135
33,A006740,3025,영풍제지,1.3200000524520874,20504800000.0,25.020000457763672,13.720000267028809,12.445329873980727,0.6298146991463669,2.995049504950495,0.5844281298299846,55,33,19,31,138
34,A000850,40300,화천기공,3.0999999046325684,27652600000.0,33.86000061035156,4.480000019073486,12.183592139617975,0.41761658031088084,6.505246166263116,0.2978500107166877,53,22,61,3,139
35,A053610,17350,프로텍,1.6100000143051147,137415600000.0,19.68000030517578,16.670000076293945,5.277639511088989,0.8117338822868906,4.1427889207258835,0.8875588295477799,7,45,38,53,143
36,A007590,6660,동방아그로,3.75,63935000000.0,39.650001525878906,4.690000057220459,5.390375204754829,0.7679889298892989,6.8307692307692305,0.6354961832061069,9,41,63,34,147
37,A900310,2000,컬러레이,0.0,61263600000.0,6.409999847412109,21.940000534057617,6.698920729438035,2.202643171806167,3.316749585406302,0.7204610951008645,14,71,23,40,148
38,A046110,4725,한일네트웍스,4.230000019073486,17248200000.0,33.18000030517578,8.520000457763672,12.444089573694646,0.4708989435917879,3.6346153846153846,0.807002561912895,54,26,28,44,152
39,A037710,170500,광주신세계,1.75,94722600000.0,12.170000076293945,7.519999980926514,10.943956352549444,1.8992770493812032,3.944932901434521,0.4273997052070069,39,68,32,13,152
40,A005930,47100,삼성전자,3.0,48755318600000.0,36.970001220703125,19.6299991607666,0.021914974879479097,1.4174792343806428,3.9220584561578815,1.2802739949441408,0,61,31,63,155
41,A049430,7990,코메론,1.75,23408000000.0,11.0,9.880000114440918,11.735961038961038,1.056738526649914,4.0620233858668024,0.5387001078748651,46,57,33,26,162
42,A069960,78200,현대백화점,1.149999976158142,477990600000.0,44.720001220703125,5.909999847412109,14.548966794660815,0.9048935997870838,3.6123429416112343,0.4381688799237967,73,50,27,14,164
43,A036190,29950,금화피에스시,4.340000152587891,72192400000.0,18.93000030517578,19.690000534057617,9.45889040951679,0.8468585647231804,4.884213959556425,0.7842161765861067,28,47,47,42,164
44,A010240,5030,흥국,2.4800000190734863,20729000000.0,43.27000045776367,14.229999542236328,11.362632608615948,0.5619483856552341,4.122950819672131,0.9632324779777863,42,30,36,58,166
45,A069510,11700,에스텍,4.269999980926514,36088600000.0,40.43000030517578,15.149999618530273,13.440770769716753,0.3830915818080613,4.137199434229137,0.8731994924994403,62,16,37,51,166
46,A002170,62600,삼양통상,1.190000057220459,72591400000.0,11.850000381469727,8.960000038146973,9.830916609956551,0.9869613886830529,4.997604981638193,0.6128662757115025,31,53,49,33,166
47,A019590,1160,엠벤처투자,4.239999771118164,27614600000.0,26.84000015258789,8.479999542236328,9.600237897344158,4.58498023715415,-13.975903614457831,1.9627749576988156,29,75,0,71,175
48,A290740,10600,액트로,1.909999966621399,36164600000.0,41.2599983215332,30.3799991607666,11.15356904486708,1.008371385083714,3.4061696658097684,1.4806537225869534,40,54,24,65,183
