,종목코드,현재가,시가,종목명,총상장주식수,PER,배당률,부채비율,유보율,ROA,순이익증가율,BPS,영업이익,결산년월,분기영업이익,분기ROE,분기유보율,분기부채비율,최근분기년월,SPS,CFPS,per,debt,pbr,roa,psr,pcr,per_rank,pbr_rank,psr_rank,pcr_rank,sum_rank
54,A241790,10500,10750,오션브릿지,9523912,6.730000019073486,3.799999952316284,48.31999969482422,1046.239990234375,29.43000030517578,56.61000061035156,5536,17282000000,201812,3535000000,19.81999969482422,1007.2899780273438,37.43000030517578,201903,10507,2008,7.072211881188119,48.31999969482422,1.8966763005780347,29.43000030517578,0.9993337774816788,5.229083665338646,42,66,49,37,194
55,A189690,6270,6410,포시에스,7515763,9.979999542236328,1.5099999904632568,4.21999979019165,1323.4200439453125,13.6899995803833,205.5,6568,4077000000,201806,3892000000,2.7200000286102295,1265.300048828125,4.579999923706055,201903,2521,613,3.0269677550102774,4.21999979019165,0.9546285018270402,13.6899995803833,2.487108290360968,10.228384991843393,8,48,72,68,196
56,A256940,10150,10150,케이피에스,4279000,8.449999809265137,0.9800000190734863,23.65999984741211,1344.8699951171875,24.030000686645508,210.35000610351562,7413,8196000000,201812,1373000000,15.420000076293945,1382.6700439453125,20.350000381469727,201903,7007,2280,7.908202840495266,23.65999984741211,1.3692162417374882,24.030000686645508,1.4485514485514486,4.451754385964913,52,59,63,26,200
57,A122310,15800,15900,제노레이,4577256,7.360000133514404,1.8899999856948853,29.950000762939453,2053.25,27.350000381469727,83.20999908447266,10251,10958000000,201812,1951000000,16.18000030517578,2041.2900390625,28.479999542236328,201903,12555,3236,9.26712516658124,29.950000762939453,1.5413130426299873,27.350000381469727,1.258462763839108,4.882571075401731,63,61,57,34,215
58,A105740,9000,9160,디케이락,8262912,10.399999618530273,1.659999966621399,28.969999313354492,1958.22998046875,6.920000076293945,1053.22998046875,10390,5879000000,201812,2201000000,9.65999984741211,1977.969970703125,30.65999984741211,201903,8393,1030,8.446865970013631,28.969999313354492,0.8662175168431184,6.920000076293945,1.0723221732396044,8.737864077669903,57,42,52,65,216
59,A192440,58100,55900,슈피겐코리아,6216363,8.380000114440918,1.9700000286102295,13.59000015258789,8582.7099609375,17.700000762939453,5.039999961853027,42747,49181000000,201812,11931000000,15.739999771118164,8725.41015625,19.18000030517578,201903,44337,8976,7.5679048340457635,13.59000015258789,1.3591597071139496,17.700000762939453,1.3104179353587297,6.472816399286987,50,58,59,50,217
60,A036830,70800,72300,솔브레인,17398271,11.720000267028809,1.0499999523162842,37.11000061035156,8431.83984375,14.529999732971191,138.94000244140625,43556,164072000000,201812,43060000000,22.790000915527344,8803.0,36.040000915527344,201903,57048,10099,7.151634851370181,37.11000061035156,1.6254936174120673,14.529999732971191,1.2410601598653765,7.0105951084265765,47,63,56,55,221
61,A228850,11200,11600,레이언스,16591014,11.600000381469727,0.8899999856948853,10.3100004196167,2285.090087890625,8.770000457763672,8.109999656677246,11161,21220000000,201812,4978000000,10.640000343322754,2324.860107421875,12.539999961853027,201903,7005,1876,9.33202876657292,10.3100004196167,1.00349431054565,8.770000457763672,1.5988579586009992,5.970149253731344,64,50,65,46,225
62,A203450,2650,2745,유니온커뮤니티,14679007,8.539999961853027,2.640000104904175,48.9900016784668,380.80999755859375,11.140000343322754,97.6500015258789,2224,3232000000,201812,1022000000,15.100000381469727,344.7099914550781,59.84000015258789,201903,2505,375,9.515501113013698,48.9900016784668,1.191546762589928,11.140000343322754,1.0578842315369261,7.066666666666666,65,54,51,56,226
63,A243070,43700,44000,휴온스,8983757,8.529999732971191,1.659999966621399,49.90999984741211,3921.820068359375,31.639999389648438,28.290000915527344,18493,45251000000,201812,12044000000,23.049999237060547,3620.4599609375,52.70000076293945,201903,37532,6621,8.149082134257721,49.90999984741211,2.3630562915697833,31.639999389648438,1.164339763401897,6.600211448421689,54,68,55,51,228
